filename,width,height,class,xmin,ymin,xmax,ymax
US-expands-coronavirus-screenings-United-suspends-some-flights-to-China_jpg.rf.1cf554343f0453f6e0a1bd2781cebea9.jpg,416,416,mask,194,78,303,184
so(19)_jpg.rf.0f2cb945829d1efef8e7fdf7757bd27e.jpg,416,416,mask,326,156,399,229
so(19)_jpg.rf.0f2cb945829d1efef8e7fdf7757bd27e.jpg,416,416,mask,186,125,236,176
so(19)_jpg.rf.0f2cb945829d1efef8e7fdf7757bd27e.jpg,416,416,mask,59,173,109,214
1-200102094256105_png.rf.22dcc10b1378b9ea7f05c83d04c052aa.jpg,416,416,mask,126,53,310,282
so(24) (1)_jpg.rf.1f4af0bfb01c55eb2ebf890b72a6f58c.jpg,416,416,mask,274,135,356,214
so(24) (1)_jpg.rf.1f4af0bfb01c55eb2ebf890b72a6f58c.jpg,416,416,mask,199,164,248,213
so(24) (1)_jpg.rf.1f4af0bfb01c55eb2ebf890b72a6f58c.jpg,416,416,mask,149,178,165,204
so(24) (1)_jpg.rf.1f4af0bfb01c55eb2ebf890b72a6f58c.jpg,416,416,mask,124,170,155,204
so(24) (1)_jpg.rf.1f4af0bfb01c55eb2ebf890b72a6f58c.jpg,416,416,mask,49,80,128,164
TB2R28UvUOWBKNjSZKzXXXfWFXa_!!1116877752_jpg.rf.246ac310a70b6f9a13d530c71816a5af.jpg,416,416,mask,230,81,379,255
TB2R28UvUOWBKNjSZKzXXXfWFXa_!!1116877752_jpg.rf.246ac310a70b6f9a13d530c71816a5af.jpg,416,416,mask,55,40,205,218
0002526673_jpg.rf.2c547115c01c1b5a10c6d467551f0cae.jpg,416,416,mask,69,163,86,181
0002526673_jpg.rf.2c547115c01c1b5a10c6d467551f0cae.jpg,416,416,mask,158,142,206,199
1303078448-China-Coronavirus-Death-Toll-Hits-304_jpg.rf.353f9ffe10e6823c6c363687d88441ba.jpg,416,416,mask,122,100,201,209
0450908675_50159485_mutation-virus-chine-inquietude_jpg.rf.466d55e174c1bc43889c49b06aad0d75.jpg,416,416,mask,278,91,318,136
0450908675_50159485_mutation-virus-chine-inquietude_jpg.rf.466d55e174c1bc43889c49b06aad0d75.jpg,416,416,mask,191,79,229,118
0450908675_50159485_mutation-virus-chine-inquietude_jpg.rf.466d55e174c1bc43889c49b06aad0d75.jpg,416,416,mask,218,156,253,192
0450908675_50159485_mutation-virus-chine-inquietude_jpg.rf.466d55e174c1bc43889c49b06aad0d75.jpg,416,416,no-mask,90,79,125,114
1152x768_246964803156_jpg.rf.3ea9205f57b870e2ca83cc18349402f4.jpg,416,416,mask,184,110,219,151
1152x768_246964803156_jpg.rf.3ea9205f57b870e2ca83cc18349402f4.jpg,416,416,mask,26,121,42,148
1152x768_246964803156_jpg.rf.3ea9205f57b870e2ca83cc18349402f4.jpg,416,416,no-mask,13,100,33,123
1152x768_246964803156_jpg.rf.3ea9205f57b870e2ca83cc18349402f4.jpg,416,416,no-mask,263,95,287,127
1152x768_246964803156_jpg.rf.3ea9205f57b870e2ca83cc18349402f4.jpg,416,416,mask,58,114,88,148
1152x768_246964803156_jpg.rf.3ea9205f57b870e2ca83cc18349402f4.jpg,416,416,mask,318,78,354,126
1152x768_246964803156_jpg.rf.3ea9205f57b870e2ca83cc18349402f4.jpg,416,416,no-mask,230,97,256,130
1152x768_246964803156_jpg.rf.3ea9205f57b870e2ca83cc18349402f4.jpg,416,416,no-mask,94,97,116,121
1152x768_246964803156_jpg.rf.3ea9205f57b870e2ca83cc18349402f4.jpg,416,416,no-mask,133,100,157,134
130624011830-malaysia-smog-students-horizontal-large-gallery_jpg.rf.52c2d92bc918a8bf50e76895031ec3a0.jpg,416,416,mask,315,148,328,166
130624011830-malaysia-smog-students-horizontal-large-gallery_jpg.rf.52c2d92bc918a8bf50e76895031ec3a0.jpg,416,416,mask,378,137,397,162
130624011830-malaysia-smog-students-horizontal-large-gallery_jpg.rf.52c2d92bc918a8bf50e76895031ec3a0.jpg,416,416,mask,360,136,379,162
130624011830-malaysia-smog-students-horizontal-large-gallery_jpg.rf.52c2d92bc918a8bf50e76895031ec3a0.jpg,416,416,mask,328,129,351,157
130624011830-malaysia-smog-students-horizontal-large-gallery_jpg.rf.52c2d92bc918a8bf50e76895031ec3a0.jpg,416,416,mask,287,125,306,154
130624011830-malaysia-smog-students-horizontal-large-gallery_jpg.rf.52c2d92bc918a8bf50e76895031ec3a0.jpg,416,416,mask,263,123,285,153
130624011830-malaysia-smog-students-horizontal-large-gallery_jpg.rf.52c2d92bc918a8bf50e76895031ec3a0.jpg,416,416,mask,206,106,234,141
130624011830-malaysia-smog-students-horizontal-large-gallery_jpg.rf.52c2d92bc918a8bf50e76895031ec3a0.jpg,416,416,mask,158,96,190,138
130624011830-malaysia-smog-students-horizontal-large-gallery_jpg.rf.52c2d92bc918a8bf50e76895031ec3a0.jpg,416,416,mask,147,149,167,174
130624011830-malaysia-smog-students-horizontal-large-gallery_jpg.rf.52c2d92bc918a8bf50e76895031ec3a0.jpg,416,416,mask,101,152,124,176
130624011830-malaysia-smog-students-horizontal-large-gallery_jpg.rf.52c2d92bc918a8bf50e76895031ec3a0.jpg,416,416,mask,1,133,23,158
130624011830-malaysia-smog-students-horizontal-large-gallery_jpg.rf.52c2d92bc918a8bf50e76895031ec3a0.jpg,416,416,mask,38,92,73,132
r1p00017o82psp0o0or_jpg.rf.4bd9169e3618ad676e3840939a868342.jpg,416,416,mask,202,39,296,139
shutterstock_289132226_jpg.rf.2fb2653c829b5d8f4442db65341441c0.jpg,416,416,mask,266,113,328,175
shutterstock_289132226_jpg.rf.2fb2653c829b5d8f4442db65341441c0.jpg,416,416,mask,176,104,239,168
shutterstock_289132226_jpg.rf.2fb2653c829b5d8f4442db65341441c0.jpg,416,416,mask,78,98,137,169
sars-gettyimages-157005245_jpg.rf.5f33a6bd1f780b98e348507f3835d4d6.jpg,416,416,mask,395,187,409,207
sars-gettyimages-157005245_jpg.rf.5f33a6bd1f780b98e348507f3835d4d6.jpg,416,416,mask,269,175,326,233
sars-gettyimages-157005245_jpg.rf.5f33a6bd1f780b98e348507f3835d4d6.jpg,416,416,mask,55,100,195,241
sars-gettyimages-157005245_jpg.rf.5f33a6bd1f780b98e348507f3835d4d6.jpg,416,416,mask,42,165,115,265
ST_20170401_EASAND_3046471_jpg.rf.53b81c9038b86e2964978d3d9eefea8f.jpg,416,416,mask,347,75,398,134
ST_20170401_EASAND_3046471_jpg.rf.53b81c9038b86e2964978d3d9eefea8f.jpg,416,416,mask,329,87,364,139
ST_20170401_EASAND_3046471_jpg.rf.53b81c9038b86e2964978d3d9eefea8f.jpg,416,416,mask,283,82,333,142
ST_20170401_EASAND_3046471_jpg.rf.53b81c9038b86e2964978d3d9eefea8f.jpg,416,416,mask,246,93,288,154
ST_20170401_EASAND_3046471_jpg.rf.53b81c9038b86e2964978d3d9eefea8f.jpg,416,416,mask,213,111,259,170
ST_20170401_EASAND_3046471_jpg.rf.53b81c9038b86e2964978d3d9eefea8f.jpg,416,416,mask,184,102,226,159
ST_20170401_EASAND_3046471_jpg.rf.53b81c9038b86e2964978d3d9eefea8f.jpg,416,416,mask,76,111,127,169
ST_20170401_EASAND_3046471_jpg.rf.53b81c9038b86e2964978d3d9eefea8f.jpg,416,416,mask,4,111,49,167
TASS38012699_jpg.rf.2ae7b2aacba7e9e3eeb8dd3df8df8baf.jpg,416,416,no-mask,255,199,273,218
TASS38012699_jpg.rf.2ae7b2aacba7e9e3eeb8dd3df8df8baf.jpg,416,416,no-mask,321,218,350,249
TASS38012699_jpg.rf.2ae7b2aacba7e9e3eeb8dd3df8df8baf.jpg,416,416,no-mask,269,251,312,296
TASS38012699_jpg.rf.2ae7b2aacba7e9e3eeb8dd3df8df8baf.jpg,416,416,no-mask,32,173,58,209
TASS38012699_jpg.rf.2ae7b2aacba7e9e3eeb8dd3df8df8baf.jpg,416,416,no-mask,234,239,280,284
TASS38012699_jpg.rf.2ae7b2aacba7e9e3eeb8dd3df8df8baf.jpg,416,416,no-mask,217,164,241,191
TASS38012699_jpg.rf.2ae7b2aacba7e9e3eeb8dd3df8df8baf.jpg,416,416,no-mask,394,204,414,243
TASS38012699_jpg.rf.2ae7b2aacba7e9e3eeb8dd3df8df8baf.jpg,416,416,mask,171,116,210,163
PRI_129079114_1580299603_195_jpg.rf.4906d1ce61ad9a5c86ccfe7e4e261159.jpg,416,416,mask,227,130,344,290
PRI_129079114_1580299603_195_jpg.rf.4906d1ce61ad9a5c86ccfe7e4e261159.jpg,416,416,mask,59,76,225,283
Smog-Mask-PM2-5-Carbon-Filter-Face-Masks-Fog-Dust-Air-Cleaner-anti-pollution-Face-Protector_jpg.rf.282b5e45b24750c08d6ea03ec9120177.jpg,416,416,mask,25,228,116,358
Smog-Mask-PM2-5-Carbon-Filter-Face-Masks-Fog-Dust-Air-Cleaner-anti-pollution-Face-Protector_jpg.rf.282b5e45b24750c08d6ea03ec9120177.jpg,416,416,mask,159,228,264,363
Smog-Mask-PM2-5-Carbon-Filter-Face-Masks-Fog-Dust-Air-Cleaner-anti-pollution-Face-Protector_jpg.rf.282b5e45b24750c08d6ea03ec9120177.jpg,416,416,mask,306,228,395,356
Smog-Mask-PM2-5-Carbon-Filter-Face-Masks-Fog-Dust-Air-Cleaner-anti-pollution-Face-Protector_jpg.rf.282b5e45b24750c08d6ea03ec9120177.jpg,416,416,mask,304,44,388,166
Smog-Mask-PM2-5-Carbon-Filter-Face-Masks-Fog-Dust-Air-Cleaner-anti-pollution-Face-Protector_jpg.rf.282b5e45b24750c08d6ea03ec9120177.jpg,416,416,mask,162,48,249,167
Smog-Mask-PM2-5-Carbon-Filter-Face-Masks-Fog-Dust-Air-Cleaner-anti-pollution-Face-Protector_jpg.rf.282b5e45b24750c08d6ea03ec9120177.jpg,416,416,mask,27,48,110,170
RTX1GIDS_jpg.rf.5b4032f806a5d6f517ee374f27bd1f63.jpg,416,416,no-mask,274,89,297,117
RTX1GIDS_jpg.rf.5b4032f806a5d6f517ee374f27bd1f63.jpg,416,416,no-mask,161,87,207,141
RTX1GIDS_jpg.rf.5b4032f806a5d6f517ee374f27bd1f63.jpg,416,416,no-mask,73,115,97,146
RTX1GIDS_jpg.rf.5b4032f806a5d6f517ee374f27bd1f63.jpg,416,416,no-mask,1,123,20,158
RTX1GIDS_jpg.rf.5b4032f806a5d6f517ee374f27bd1f63.jpg,416,416,mask,92,107,123,147
RTX1GIDS_jpg.rf.5b4032f806a5d6f517ee374f27bd1f63.jpg,416,416,mask,305,105,403,231
RTX1GIDS_jpg.rf.5b4032f806a5d6f517ee374f27bd1f63.jpg,416,416,mask,98,129,204,269
pic_list_out_2285_jpg.rf.3ff40a6045e4046772bc2c2645ccc645.jpg,416,416,mask,303,158,410,288
pic_list_out_2285_jpg.rf.3ff40a6045e4046772bc2c2645ccc645.jpg,416,416,mask,187,51,291,199
1125506397_15801322207531n_jpg.rf.2c690122cfecf93fe31fcd327986e0e2.jpg,416,416,mask,320,134,348,170
1125506397_15801322207531n_jpg.rf.2c690122cfecf93fe31fcd327986e0e2.jpg,416,416,mask,201,138,228,175
1125506397_15801322207531n_jpg.rf.2c690122cfecf93fe31fcd327986e0e2.jpg,416,416,mask,105,115,133,152
000b7b75-1600_jpg.rf.5d7117e8571505dbfe49e2f737089ea0.jpg,416,416,no-mask,72,107,114,153
000b7b75-1600_jpg.rf.5d7117e8571505dbfe49e2f737089ea0.jpg,416,416,no-mask,263,124,297,165
000b7b75-1600_jpg.rf.5d7117e8571505dbfe49e2f737089ea0.jpg,416,416,mask,311,148,361,209
000b7b75-1600_jpg.rf.5d7117e8571505dbfe49e2f737089ea0.jpg,416,416,mask,200,134,241,190
000b7b75-1600_jpg.rf.5d7117e8571505dbfe49e2f737089ea0.jpg,416,416,mask,0,144,30,192
000b7b75-1600_jpg.rf.5d7117e8571505dbfe49e2f737089ea0.jpg,416,416,mask,127,117,155,146
000b7b75-1600_jpg.rf.5d7117e8571505dbfe49e2f737089ea0.jpg,416,416,mask,150,138,192,185
000b7b75-1600_jpg.rf.5d7117e8571505dbfe49e2f737089ea0.jpg,416,416,mask,49,139,106,205
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.407dec06f156a19662ff3e2cb2719dce.jpg,416,416,mask,207,102,230,122
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.407dec06f156a19662ff3e2cb2719dce.jpg,416,416,no-mask,270,108,297,141
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.407dec06f156a19662ff3e2cb2719dce.jpg,416,416,mask,327,103,350,132
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.407dec06f156a19662ff3e2cb2719dce.jpg,416,416,no-mask,350,163,374,203
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.407dec06f156a19662ff3e2cb2719dce.jpg,416,416,mask,365,150,414,214
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.407dec06f156a19662ff3e2cb2719dce.jpg,416,416,mask,317,132,349,178
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.407dec06f156a19662ff3e2cb2719dce.jpg,416,416,mask,274,141,315,191
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.407dec06f156a19662ff3e2cb2719dce.jpg,416,416,mask,226,139,260,180
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.407dec06f156a19662ff3e2cb2719dce.jpg,416,416,mask,205,123,228,157
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.407dec06f156a19662ff3e2cb2719dce.jpg,416,416,mask,196,117,219,142
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.407dec06f156a19662ff3e2cb2719dce.jpg,416,416,mask,182,120,197,144
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.407dec06f156a19662ff3e2cb2719dce.jpg,416,416,mask,158,114,184,145
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.407dec06f156a19662ff3e2cb2719dce.jpg,416,416,mask,98,120,125,148
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.407dec06f156a19662ff3e2cb2719dce.jpg,416,416,mask,67,123,90,147
UDD3JG3E4JFQ5KSFNGQQ5REINU_jpg.rf.407dec06f156a19662ff3e2cb2719dce.jpg,416,416,mask,2,124,34,160
125895-untitled-design-30_jpg.rf.6465ad60ebf89d2ea25dded290c87583.jpg,416,416,mask,322,93,335,110
125895-untitled-design-30_jpg.rf.6465ad60ebf89d2ea25dded290c87583.jpg,416,416,mask,222,97,241,118
125895-untitled-design-30_jpg.rf.6465ad60ebf89d2ea25dded290c87583.jpg,416,416,mask,160,94,173,106
125895-untitled-design-30_jpg.rf.6465ad60ebf89d2ea25dded290c87583.jpg,416,416,mask,182,98,196,112
125895-untitled-design-30_jpg.rf.6465ad60ebf89d2ea25dded290c87583.jpg,416,416,mask,97,95,119,125
125895-untitled-design-30_jpg.rf.6465ad60ebf89d2ea25dded290c87583.jpg,416,416,mask,85,105,107,137
125895-untitled-design-30_jpg.rf.6465ad60ebf89d2ea25dded290c87583.jpg,416,416,mask,45,197,95,256
125895-untitled-design-30_jpg.rf.6465ad60ebf89d2ea25dded290c87583.jpg,416,416,mask,124,178,158,227
125895-untitled-design-30_jpg.rf.6465ad60ebf89d2ea25dded290c87583.jpg,416,416,mask,157,138,189,178
125895-untitled-design-30_jpg.rf.6465ad60ebf89d2ea25dded290c87583.jpg,416,416,mask,211,128,239,166
125895-untitled-design-30_jpg.rf.6465ad60ebf89d2ea25dded290c87583.jpg,416,416,mask,220,160,253,203
125895-untitled-design-30_jpg.rf.6465ad60ebf89d2ea25dded290c87583.jpg,416,416,mask,256,124,288,162
125895-untitled-design-30_jpg.rf.6465ad60ebf89d2ea25dded290c87583.jpg,416,416,mask,328,109,349,138
125895-untitled-design-30_jpg.rf.6465ad60ebf89d2ea25dded290c87583.jpg,416,416,mask,346,95,365,112
125895-untitled-design-30_jpg.rf.6465ad60ebf89d2ea25dded290c87583.jpg,416,416,no-mask,302,109,320,132
1_13_jpg.rf.53ab50cc136587dec9d42678014977f1.jpg,416,416,mask,355,142,403,200
1_13_jpg.rf.53ab50cc136587dec9d42678014977f1.jpg,416,416,mask,330,162,352,192
1_13_jpg.rf.53ab50cc136587dec9d42678014977f1.jpg,416,416,mask,236,101,255,130
1_13_jpg.rf.53ab50cc136587dec9d42678014977f1.jpg,416,416,mask,194,115,223,148
1_13_jpg.rf.53ab50cc136587dec9d42678014977f1.jpg,416,416,mask,134,99,162,128
1_13_jpg.rf.53ab50cc136587dec9d42678014977f1.jpg,416,416,mask,47,116,105,187
1_R_kFK9pNLfKAuopY_lAaPQ_jpeg.rf.6099e0a6d528f19fa772e7aa9f1755e5.jpg,416,416,no-mask,117,220,139,244
1_R_kFK9pNLfKAuopY_lAaPQ_jpeg.rf.6099e0a6d528f19fa772e7aa9f1755e5.jpg,416,416,mask,349,173,383,217
1_R_kFK9pNLfKAuopY_lAaPQ_jpeg.rf.6099e0a6d528f19fa772e7aa9f1755e5.jpg,416,416,mask,300,180,330,223
Untitled-design-13_png.rf.612ee6f2911872a9bc2a7de326dea042.jpg,416,416,mask,201,167,284,253
1125506397_15801322207071n_jpg.rf.4af8170b619c5e1992c9ffd14c60d031.jpg,416,416,mask,358,65,390,103
1125506397_15801322207071n_jpg.rf.4af8170b619c5e1992c9ffd14c60d031.jpg,416,416,mask,292,70,328,117
1125506397_15801322207071n_jpg.rf.4af8170b619c5e1992c9ffd14c60d031.jpg,416,416,mask,205,123,237,166
1125506397_15801322207071n_jpg.rf.4af8170b619c5e1992c9ffd14c60d031.jpg,416,416,mask,176,84,207,125
1125506397_15801322207071n_jpg.rf.4af8170b619c5e1992c9ffd14c60d031.jpg,416,416,mask,154,103,175,129
1125506397_15801322207071n_jpg.rf.4af8170b619c5e1992c9ffd14c60d031.jpg,416,416,mask,97,87,135,134
1125506397_15801322207071n_jpg.rf.4af8170b619c5e1992c9ffd14c60d031.jpg,416,416,mask,63,76,93,112
unnamed_jpg.rf.638850185c6f05a027f34188518f6a9e.jpg,416,416,no-mask,293,105,322,139
unnamed_jpg.rf.638850185c6f05a027f34188518f6a9e.jpg,416,416,no-mask,253,82,283,116
unnamed_jpg.rf.638850185c6f05a027f34188518f6a9e.jpg,416,416,mask,168,108,195,141
unnamed_jpg.rf.638850185c6f05a027f34188518f6a9e.jpg,416,416,mask,169,124,205,166
unnamed_jpg.rf.638850185c6f05a027f34188518f6a9e.jpg,416,416,mask,140,133,186,182
unnamed_jpg.rf.638850185c6f05a027f34188518f6a9e.jpg,416,416,mask,264,118,299,158
unnamed_jpg.rf.638850185c6f05a027f34188518f6a9e.jpg,416,416,mask,346,84,374,114
unnamed_jpg.rf.638850185c6f05a027f34188518f6a9e.jpg,416,416,mask,354,108,380,147
unnamed_jpg.rf.638850185c6f05a027f34188518f6a9e.jpg,416,416,mask,312,114,355,160
unnamed_jpg.rf.638850185c6f05a027f34188518f6a9e.jpg,416,416,mask,338,146,400,213
unnamed_jpg.rf.638850185c6f05a027f34188518f6a9e.jpg,416,416,mask,192,95,255,168
unnamed_jpg.rf.638850185c6f05a027f34188518f6a9e.jpg,416,416,mask,10,91,59,154
unnamed_jpg.rf.638850185c6f05a027f34188518f6a9e.jpg,416,416,mask,38,126,113,206
stsciRq_png.rf.32af3f507296909b52bed7d5649e6d45.jpg,416,416,mask,174,301,249,383
stsciRq_png.rf.32af3f507296909b52bed7d5649e6d45.jpg,416,416,mask,156,103,261,230
1249493_jpg.rf.64cad435d15dc175168c3595c69d0de2.jpg,416,416,no-mask,247,110,266,137
1249493_jpg.rf.64cad435d15dc175168c3595c69d0de2.jpg,416,416,mask,298,106,321,141
1249493_jpg.rf.64cad435d15dc175168c3595c69d0de2.jpg,416,416,mask,272,103,300,150
1249493_jpg.rf.64cad435d15dc175168c3595c69d0de2.jpg,416,416,mask,161,100,191,135
1249493_jpg.rf.64cad435d15dc175168c3595c69d0de2.jpg,416,416,mask,27,75,68,128
W37H3GWNO5EV5HTJQNP4KLIRGI_jpg.rf.6b7420e9e1049f6ac7241cce59dcc6a8.jpg,416,416,mask,205,82,306,181
0200b38c89b16c37c5de8e247bb00c2f_jpg.rf.6a5b142fd82320d571402836bce2cf0a.jpg,416,416,mask,246,83,284,129
0200b38c89b16c37c5de8e247bb00c2f_jpg.rf.6a5b142fd82320d571402836bce2cf0a.jpg,416,416,no-mask,102,117,128,147
0200b38c89b16c37c5de8e247bb00c2f_jpg.rf.6a5b142fd82320d571402836bce2cf0a.jpg,416,416,no-mask,150,75,178,109
rally-against-an-anti-mask-law-meant-to-deter-anti-government-protesters-in-hong-kong-china-shutterstock-editorial-10435716z_jpg.rf.67084d16d65a043ace3f2e66af294654.jpg,416,416,mask,94,135,120,163
